Respondent;Y;EAR_N;MAR_N;Circularity_N;MOE_N
12;0;-16.850.465.039.369.400;-2.511.723.663.217.870;-1.029.938.581.014.900;0.8076206285688848
12;0;0.8036375634160782;-16.971.105.832.553.200;10.299.385.810.148.900;-14.691.003.814.919.600
12;0;12.702.658.260.447.700;-30.547.990.498.595.800;-0.34331286033830033;-23.920.953.855.706.800
12;0;-0.2073903389460883;-10.861.507.732.834.000;-0.12874232262686264;-0.2845901262576019
12;0;-5.573.615.359.176.040;-2.104.417.123.236.590;-2.660.674.667.621.820;6.660.947.279.434.780
12;0;-4.095.959.194.185.180;-27.832.613.565.387.200;-17.594.784.092.337.800;38.996.538.922.326.000
12;0;-12.961.896.184.130.300;-5.159.216.173.096.180;-0.9441103659303235;-0.6537881278890909
12;0;-37.848.736.857.660.500;-5.634.407.136.407.670;-20.598.771.620.297.900;20.998.136.342.790.900
12;0;-1.373.960.995.517.810;-6.041.713.676.388.940;-0.8582821508457509;-0.9922196293846192
12;0;-33.960.168.002.421.400;-6.720.557.909.691.070;-27.465.028.827.064.000;109.221.075.482.649
12;0;0.10369516947304415;2.375.954.816.557.450;-0.12874232262686264;0.8076206285688848
12;0;0.5703234321017321;-0.6788442333021301;0.3003987527960128;-0.8537703787728158
12;0;0.49255205499695004;-0.13576884666041847;0.9870244734726135;-0.592255127617176
12;0;-10.628.754.870.986.800;-11.540.351.966.136.100;-0.8153680433034632;0.6999378780930355
12;0;-2.851.617.160.508.670;-14.934.573.132.646.700;-0.12874232262686264;2.707.452.011.964.250
12;0;-10.628.754.870.986.800;-12.219.196.199.438.200;0.21457053771143772;0.6460965028551092
12;0;-11.406.468.642.034.600;-16.292.261.599.251.000;-0.17165643016915016;0.569180252515214
12;0;12.702.658.260.447.700;-2.375.954.816.557.450;-0.42914107542287544;-21.536.550.095.170.100
12;0;0.5703234321017321;4.140.949.823.142.990;1.587.821.979.064.630;0.892228503942772
12;0;0.18146654657782188;5.362.869.443.086.820;22.744.476.997.412.300;18.536.816.331.914.400
12;0;0.9591803176256423;83.497.840.696.162;0.3003987527960128;20.459.722.590.411.700
12;0;0.6480948092065141;9.843.241.382.880.870;0.7724539357611757;299.973.376.325.585
12;0;14.258.085.802.543.300;9.368.050.419.569.400;0.8153680433034609;19.844.392.587.692.500
12;0;-18.405.892.581.465.000;8.214.015.222.955.770;-0.5578833980497381;5.453.362.149.098.450
12;0;0.2592379236826039;9.096.512.726.248.530;0.2574846452537253;31.843.327.640.715.900
12;0;-0.9851041099939087;-26.474.925.098.782.900;-0.38622696788058786;0.015383250067980418
12;0;-7.440.128.409.690.810;-7.195.748.873.002.570;-5.192.607.012.616.780;7.422.418.157.799.720
12;0;-5.573.615.359.176.040;-3.462.105.589.840.850;-5.192.607.012.616.780;58.917.847.760.358.400
12;0;-5.884.700.867.595.170;-11.268.814.272.815.300;-32.614.721.732.138.500;24.228.618.857.066.400
12;0;39.922.640.247.121.400;11.200.929.849.485.100;26.177.605.600.795.300;0.07691625033989867
12;0;-73.623.570.325.860.200;8.892.859.456.257.900;-12.874.232.262.686.200;1.642.161.944.756.720
12;0;11.147.230.718.352.000;-400.518.097.648.256;10.299.385.810.148.900;-2.615.152.511.556.370
12;0;-1.996.132.012.356.070;-16.971.105.832.553.200;-18.023.925.167.760.700;15.921.663.820.357.900
12;0;0.2592379236826039;20.365.326.999.063.900;0.47205518296516297;0.46149750203936474
12;0;-0.36293309315565236;-3.122.683.473.189.790;0.5149692905074506;-0.8768452538747813
12;0;-0.9073327328891223;-0.4751909633114835;-0.12874232262686264;0.730704378228993
12;0;-11.406.468.642.034.600;26.474.925.098.783.000;0.04291410754228754;22.690.293.850.268.600
12;0;-16.850.465.039.369.400;-17.649.950.065.855.300;-0.7295398282188859;1.130.668.879.996.430
12;0;-16.850.465.039.369.400;19.007.638.532.459.700;0.21457053771143772;26.920.687.618.962.700
12;0;-1.996.132.012.356.070;0.7467286566323507;-0.7295398282188859;2.530.544.636.182.490
12;0;-11.406.468.642.034.600;0.06788442333022054;-12.015.950.111.840.400;12.383.516.304.722.900
12;0;-0.4407044702604344;0.9503819266229897;0.7295398282188882;0.8153122536028767
12;0;-0.5962472244699984;-0.2715376933208445;-0.38622696788058786;0.46149750203936474
12;0;-2.307.217.520.775.190;0.6109598099719246;-13.303.373.338.109.100;29.382.007.629.839.300
12;0;-4.718.130.211.023.440;12.898.040.432.740.400;-17.594.784.092.337.800;67.917.049.050.125.900
12;0;-0.05184758473652424;4.005.180.976.482.560;0.21457053771143772;15.537.082.568.658.500
12;0;-0.7517899786795625;4.276.718.669.803.420;-0.5149692905074481;2.484.394.885.978.560
12;0;-16.850.465.039.369.400;17.649.950.065.855.400;0.3003987527960128;2.615.152.511.556.380
12;0;-17.628.178.810.417.200;12.219.196.199.438.400;-0.7724539357611734;2.453.628.385.842.600
12;0;-2.540.531.652.089.540;0.33942211665106503;-23.602.759.148.258.100;31.535.662.639.356.300
12;0;-8.528.927.689.157.750;19.686.482.765.761.700;-261.776.056.007.954;154.524.746.932.846
12;0;-2.540.531.652.089.540;-16.971.105.832.553.200;-0.47205518296516297;22.074.963.847.549.400
12;0;-6.118.014.998.909.510;10.182.663.499.531.900;-30.898.157.430.446.900;9.206.875.165.685.250
12;0;-8.062.299.426.529.060;0.33942211665106503;-4.420.153.076.855.610;13.144.987.183.087.700
12;0;-9.617.726.968.624.700;-0.6788442333021301;-4.248.496.646.686.460;16.913.883.449.742.500
12;0;-6.118.014.998.909.510;-0.40730653998127053;-18.882.207.318.606.400;8.476.170.787.456.260
12;0;-8.217.842.180.738.630;1.629.226.159.925.110;-3.948.097.893.890.440;14.314.114.188.254.100
12;0;-6.817.957.392.852.550;0.6788442333021301;-3.604.785.033.552.150;10.591.367.671.803.300
12;0;-9.539.955.591.519.920;2.919.030.203.199.160;-34.760.427.109.252.800;18.990.622.208.919.700
12;0;-37.848.736.857.660.500;0.33942211665106503;-17.594.784.092.337.800;4.938.023.271.821.160
12;0;-10.084.355.231.253.300;15.613.417.365.949.000;-2.961.073.420.417.830;19.952.075.338.168.300
12;0;-2.540.531.652.089.540;1.629.226.159.925.110;-12.874.232.262.686.200;36.535.218.911.449.400
12;0;-9.617.726.968.624.700;0.6788442333021301;-35.189.568.184.675.700;1.787.533.657.899.120
12;0;-11.017.611.756.510.700;12.219.196.199.438.400;-4.849.294.152.278.480;23.267.165.727.817.700
12;0;-2.540.531.652.089.540;0.6788442333021301;-12.015.950.111.840.400;3.215.099.264.207.550
12;0;-32.404.740.460.325.800;-0.9503819266229746;-18.882.207.318.606.400;34.766.145.153.631.800
12;0;-12.028.639.658.872.900;1.154.035.196.613.620;-47.634.659.371.939.100;2.752.832.599.664.780
12;0;-10.395.440.739.672.500;0.9503819266229897;-27.894.169.902.486.800;2.072.123.784.156.730
12;0;-31.627.026.689.278.000;15.613.417.365.949.000;-1.974.048.946.945.220;4.476.525.769.781.800
12;0;-8.840.013.197.576.880;22.401.859.698.970.300;-38.193.555.712.635.800;16.437.002.697.635.200
12;0;-1.023.989.798.546.290;2.308.070.393.227.240;-3.046.901.635.502.410;21.136.585.593.402.700
12;0;-5.884.700.867.595.170;10.182.663.499.531.900;-27.894.169.902.486.800;8.729.994.413.577.910
12;0;-8.140.070.803.633.840;22.401.859.698.970.300;-27.465.028.827.064.000;14.483.329.939.001.900
12;0;-19.183.606.352.512.800;18.328.794.299.157.500;-13.732.514.413.531.900;2.876.667.762.712.010
12;0;-9.695.498.345.729.480;0.2715376933208596;-35.189.568.184.675.700;17.698.429.203.209.400
12;0;-31.627.026.689.278.000;2.375.954.816.557.450;-0.7724539357611734;4.845.723.771.413.290
12;0;-907.332.732.889.123;18.328.794.299.157.500;-31.327.298.505.869.800;1.694.464.994.987.850
12;0;-4.795.901.588.128.220;-0.203653269990639;-2.660.674.667.621.820;6.214.833.027.463.390
12;0;-10.939.840.379.405.900;-17.649.950.065.855.300;-3.776.441.463.721.290;20.705.854.591.499.300
12;0;-10.006.583.854.148.600;18.328.794.299.157.500;-3.433.128.603.383.000;19.882.850.712.862.400
12;0;-4.484.816.079.709.090;2.579.608.086.548.100;-23.602.759.148.258.100;7.114.753.156.440.140
12;0;-17.628.178.810.417.200;-23.080.703.932.272.300;-10.728.526.885.571.800;0.9999112544186178
12;0;-29.293.885.376.134.500;-10.182.663.499.531.900;-13.732.514.413.531.900;3.045.883.513.459.780
12;0;-2.773.845.783.403.890;-0.8824975032927691;-0.9441103659303235;2.884.359.387.746.000
12;0;-2.073.903.389.460.850;-21.723.015.465.668.000;-13.732.514.413.531.900;14.075.673.812.200.500
12;0;-2.851.617.160.508.670;0.7467286566323507;-27.894.169.902.486.800;37.765.878.916.887.700
12;0;-0.4407044702604344;-0.13576884666041847;0.47205518296516297;0.3922728767334614
12;0;0.6480948092065141;0.2715376933208596;-0.04291410754228992;-0.5537970024472267
12;0;-11.406.468.642.034.600;-0.13576884666041847;-0.21457053771143772;11.845.102.552.343.600
12;0;-10.628.754.870.986.800;-0.7467286566323356;-0.17165643016915016;0.8614620038068111
12;0;-464.035.883.391.866;-0.203653269990639;-20.598.771.620.297.900;60.148.507.765.796.700
12;0;-16.850.465.039.369.400;-0.8146130799625486;-0.8153680433034632;15.152.501.316.959.000
12;0;-2.618.303.029.194.320;-0.2715376933208445;-0.5149692905074481;2.930.509.137.949.940
12;0;-12.961.896.184.130.300;13.576.884.666.042.600;-0.34331286033830033;19.690.560.087.012.700
12;0;-0.05184758473652424;21.723.015.465.668.100;11.157.667.960.994.700;0.8845368789087801
12;0;-12.961.896.184.130.300;-10.182.663.499.531.900;-0.34331286033830033;0.9999112544186178
12;0;-2.851.617.160.508.670;34.621.055.898.408.600;-17.594.784.092.337.800;4.938.023.271.821.160
12;0;-0.6740186015747762;0.06788442333022054;0.21457053771143772;0.74608762829697
12;0;-0.2073903389460883;-0.06788442333020547;0.9011962583880384;0.1384492506118135
12;0;-0.4407044702604344;-0.6109598099719096;-0.47205518296516297;0.20767387591771685
12;0;-12.961.896.184.130.300;2.579.608.086.548.100;-0.2574846452537253;2.484.394.885.978.560
12;0;-0.4407044702604344;9.164.397.149.578.750;0.47205518296516297;4.053.486.392.912.390
12;0;-0.5184758473652121;8.485.552.916.276.620;0.2574846452537253;38.611.957.670.626.500
12;0;-0.9851041099939087;9.911.125.806.211.090;-0.8153680433034632;5.007.247.897.127.070
12;0;0.7258661863112962;11.133.045.426.154.900;12.015.950.111.840.500;33.766.233.899.213.200
12;0;0.0259237923682578;5.702.291.559.737.880;1.072.852.688.557.180;20.844.303.842.111.100
12;0;-11.406.468.642.034.600;7.059.980.026.342.140;0.7724539357611757;40.611.780.179.463.700
12;0;-2.073.903.389.460.850;767.093.983.631.407;-0.5578833980497381;556.873.652.460.829
12;0;0.8036375634160782;8.010.361.952.965.140;-0.2574846452537253;20.921.220.092.451.000
12;0;0.10369516947304415;8.621.321.762.937.050;0.9011962583880384;31.535.662.639.356.300
12;0;-2.073.903.389.460.850;8.621.321.762.937.050;-0.34331286033830033;5.968.701.026.375.730
12;0;-40.181.878.170.804.000;8.485.552.916.276.620;-12.874.232.262.686.200;899.920.128.976.754
12;0;-31.627.026.689.278.000;8.485.552.916.276.620;-14.161.655.488.954.800;75.685.590.334.455.200
12;0;-2.384.988.897.879.980;8.485.552.916.276.620;0.3003987527960128;6.345.590.653.041.210
12;0;-29.293.885.376.134.500;8.621.321.762.937.050;-0.17165643016915016;73.070.437.822.898.800
12;0;0.10369516947304415;7.874.593.106.304.700;0.9011962583880384;2.868.976.137.678.030
12;0;-12.184.182.413.082.500;8.621.321.762.937.050;0.6007975055920232;4.776.499.146.107.390
12;0;-33.182.454.231.373.600;1.031.843.234.619.230;-0.6866257206766007;8.691.536.288.407.960
12;0;-40.181.878.170.804.000;6.652.673.486.360.880;-12.445.091.187.263.300;8.137.739.285.960.730
12;0;0.414780677892168;6.720.557.909.691.080;0.2574846452537253;20.998.136.342.790.900
12;0;-0.7517899786795625;6.856.326.756.351.510;11.586.809.036.417.600;35.612.223.907.370.700
12;0;-11.406.468.642.034.600;8.621.321.762.937.050;0.47205518296516297;4.661.124.770.597.550
12;0;-2.540.531.652.089.540;8.281.899.646.285.970;-0.9011962583880384;6.545.572.903.924.940
12;0;-17.628.178.810.417.200;896.074.387.958.811;0.3003987527960128;5.699.494.150.186.110
12;0;-29.293.885.376.134.500;10.114.779.076.201.700;11.157.667.960.994.700;7.914.682.159.975.040
12;0;20.479.795.970.925.900;5.566.522.713.077.450;1.459.079.656.437.770;-0.06922462530589651
12;0;0.7258661863112962;8.214.015.222.955.770;0.9870244734726135;22.690.293.850.268.600
12;0;-0.2073903389460883;7.942.477.529.634.920;-0.8153680433034632;3.253.557.389.377.490
12;0;12.702.658.260.447.700;7.738.824.259.644.270;10.299.385.810.148.900;15.537.082.568.658.500
12;0;-14.517.323.726.225.900;5.973.829.253.058.750;0.21457053771143772;4.084.252.893.048.340
12;0;15.035.799.573.591.100;4.073.065.399.812.780;0.34331286033830033;-0.03845812516994251
12;0;-0.6740186015747762;30.547.990.498.595.800;-12.874.232.262.686.200;19.152.146.334.633.400
12;0;-2.073.903.389.460.850;9.096.512.726.248.530;-0.5578833980497381;6.245.599.527.599.350
12;0;-1.996.132.012.356.070;0.5430753866417116;-0.17165643016915016;2.484.394.885.978.560
12;0;-0.5184758473652121;5.362.869.443.086.820;-0.3003987527960104;265.361.063.672.633
12;0;-37.848.736.857.660.500;-17.649.950.065.855.300;-17.594.784.092.337.800;3.876.579.017.130.630
12;0;-1.996.132.012.356.070;-21.723.015.465.668.000;-0.987024473472611;13.614.176.310.161.100
12;0;-0.05184758473652424;-0.8824975032927691;-0.0858282150845727;-0.3384315014955248
12;0;-0.5184758473652121;-0.4751909633114835;-0.6866257206766007;0.3845812516994729
12;0;-10.628.754.870.986.800;4.344.603.093.133.630;-1.459.079.656.437.770;2.876.667.762.712.010
12;0;-5.029.215.719.442.560;37.336.432.831.617.100;-2.703.588.775.164.110;8.568.470.287.864.130
12;0;0.7258661863112962;4.616.140.786.454.490;0.2574846452537253;0.9306866291127179
12;0;-0.5184758473652121;-3.122.683.473.189.790;-0.7295398282188859;-0.6691713779570679
12;0;-0.8295613557843446;-2.104.417.123.236.590;-0.6866257206766007;-0.007691625033988501
12;0;0.8814089405208602;-2.443.839.239.887.660;0.21457053771143772;-18.229.151.330.554.600
12;0;-1.607.275.126.832.160;-6.584.789.063.030.640;-0.987024473472611;-0.9076117540107388
12;0;-1.373.960.995.517.810;-63.132.513.697.098.000;-17.165.643.016.915.000;-10.999.023.798.604.700
12;0;-16.850.465.039.369.400;-5.702.291.559.737.870;-0.9441103659303235;-0.5153388772772808
12;1;32.923.216.307.691.000;64.490.202.163.702.300;16.307.360.866.069.200;-0.8922285039427618
12;1;36.034.071.391.882.300;4.140.949.823.142.990;2.102.791.269.572.080;-19.075.230.084.293.500
12;1;2.981.236.122.349.970;5.430.753.866.417.030;25.319.323.449.949.600;-0.969144754282657
12;1;0.414780677892168;3.597.874.436.501.290;0.9441103659303259;0.892228503942772
12;1;-0.12961896184130628;631.325.136.970.981;-12.015.950.111.840.400;2.507.469.761.080.530
12;1;15.813.513.344.638.900;38.694.121.298.221.400;0.9011962583880384;-0.1999822508837215
12;1;2.747.921.991.035.620;4.073.065.399.812.780;22.744.476.997.412.300;-11.998.935.053.023.300
12;1;0.2592379236826039;44.124.875.164.638.400;18.882.207.318.606.400;13.614.176.310.161.100
12;1;32.923.216.307.691.000;8.417.668.492.946.400;17.165.643.016.914.900;-0.2230571259856836
12;1;-4.329.273.325.499.530;5.159.216.173.096.180;-19.311.348.394.029.300;796.083.191.017.898
12;1;-17.628.178.810.417.200;7.738.824.259.644.270;-1.501.993.763.980.060;5.184.155.272.908.820
12;1;-17.628.178.810.417.200;5.634.407.136.407.670;-0.47205518296516297;43.150.016.440.680.300
12;1;-51.069.870.965.473.500;4.005.180.976.482.560;-2.660.674.667.621.820;8.891.518.539.291.690
12;1;-7.440.128.409.690.810;37.336.432.831.617.100;-24.461.041.299.103.800;1.366.032.606.036.500
12;1;0.7258661863112962;5.159.216.173.096.180;10.299.385.810.148.900;1.115.285.629.928.450
12;1;11.147.230.718.352.000;8.824.975.032.927.680;13.303.373.338.109.100;2.107.505.259.313.080
12;1;0.8036375634160782;7.195.748.873.002.580;-0.3003987527960104;18.152.235.080.214.900
12;1;-0.12961896184130628;9.300.165.996.239.180;0.17165643016914778;36.612.135.161.789.300
12;1;4.381.120.910.236.050;7.263.633.296.332.790;30.039.875.279.601.200;-15.690.915.069.338.200
12;1;4.381.120.910.236.050;624.536.694.637.959;30.039.875.279.601.200;-18.998.313.833.953.600
12;1;41.478.067.789.217.000;8.078.246.376.295.340;25.319.323.449.949.600;-1.076.827.504.758.500
12;1;0.8036375634160782;83.497.840.696.162;0.8153680433034609;22.767.210.100.608.500
12;1;-12.184.182.413.082.500;631.325.136.970.981;0.2574846452537253;39.304.203.923.685.600
12;1;-3.084.931.291.823.010;5.159.216.173.096.180;-2.016.963.054.487.510;5.930.242.901.205.790
12;1;-2.151.674.766.565.630;3.597.874.436.501.290;0.38622696788058547;39.765.701.425.724.900
12;1;-2.151.674.766.565.630;4.344.603.093.133.630;-25.748.464.525.372.500;428.423.514.393.207
12;1;-6.118.014.998.909.510;8.689.206.186.267.270;-25.748.464.525.372.500;13.183.445.308.257.700
12;1;-12.184.182.413.082.500;7.195.748.873.002.580;-532.134.933.524.365;3.334.319.452.234.380
12;1;-4.795.901.588.128.220;5.770.175.983.068.100;-10.728.526.885.571.800;9.129.958.915.345.360
12;1;-9.539.955.591.519.920;73.994.021.429.932.100;-36.906.132.486.367.200;22.090.347.097.617.400
12;1;-6.973.500.147.062.110;963.958.811.289.024;-32.614.721.732.138.500;15.798.597.819.814.100
12;1;-4.718.130.211.023.440;5.838.060.406.398.320;-10.728.526.885.571.800;8.991.509.664.733.540
12;1;-11.717.554.150.453.800;7.535.170.989.653.640;-3.905.183.786.348.160;3.108.954.838.738.490
12;1;-7.828.985.295.214.720;5.905.944.829.728.530;-31.327.298.505.869.800;15.837.055.944.984.000
12;1;-4.329.273.325.499.530;8.281.899.646.285.970;-1.974.048.946.945.220;9.499.156.916.976.850
12;1;-6.506.871.884.433.420;6.788.442.333.021.290;-32.614.721.732.138.500;13.075.762.557.781.800
12;1;-6.429.100.507.328.640;6.381.135.793.040.010;-3.218.558.065.671.560;12.806.555.681.592.200
12;1;-8.762.241.820.472.100;5.838.060.406.398.320;-30.039.875.279.601.200;18.390.675.456.268.500
12;1;-899.555.595.178.645;64.490.202.163.702.300;-47.634.659.371.939.100;19.505.961.086.196.900
12;1;-5.729.158.113.385.600;8.078.246.376.295.340;-18.882.207.318.606.400;12.045.084.803.227.300
12;1;-6.429.100.507.328.640;8.824.975.032.927.680;-3.218.558.065.671.560;14.014.140.811.928.500
12;1;-6.040.243.621.804.730;4.073.065.399.812.780;-25.748.464.525.372.500;1.070.674.204.731.310
12;1;-6.040.243.621.804.730;7.195.748.873.002.580;-25.319.323.449.949.600;1.231.429.167.941.690
12;1;-6.040.243.621.804.730;8.824.975.032.927.680;-25.748.464.525.372.500;13.198.828.558.325.700
12;1;-5.184.758.473.652.130;8.689.206.186.267.270;-17.594.784.092.337.800;1.125.284.742.472.640
12;1;-38.626.450.628.708.300;5.023.447.326.435.760;-12.874.232.262.686.200;7.207.052.656.848.020
12;1;-38.626.450.628.708.300;73.994.021.429.932.100;-27.894.169.902.486.800;8.268.496.911.538.550
12;1;-2.618.303.029.194.320;7.874.593.106.304.700;-13.303.373.338.109.100;6.445.581.778.483.070
12;1;-4.329.273.325.499.530;8.485.552.916.276.620;-19.311.348.394.029.300;9.560.689.917.248.760
12;1;-8.140.070.803.633.840;7.874.593.106.304.700;-38.193.555.712.635.800;17.898.411.454.093.200
12;1;-38.626.450.628.708.300;7.738.824.259.644.270;-12.445.091.187.263.300;8.476.170.787.456.260
12;1;-39.404.164.399.756.200;8.689.206.186.267.270;-12.445.091.187.263.300;892.228.503.942.765
12;1;-16.850.465.039.369.400;10.250.547.922.862.100;-0.42914107542287544;6.176.374.902.293.450
12;1;-2.073.903.389.460.850;9.164.397.149.578.750;-0.6007975055920256;6.268.674.402.701.320
12;1;-2.151.674.766.565.630;8.553.437.339.606.830;-10.728.526.885.571.800;6.061.000.526.783.610
12;1;-16.850.465.039.369.400;7.603.055.412.983.840;-0.42914107542287544;5.068.780.897.398.980
12;1;-34.737.881.773.469.200;5.159.216.173.096.180;-12.015.950.111.840.400;6.607.105.904.196.850
12;1;-0.8295613557843446;9.775.356.959.550.660;-0.6437116131343131;4.776.499.146.107.390
12;1;-0.8295613557843446;6.652.673.486.360.880;-0.5578833980497381;3.522.764.265.567.120
12;1;-16.850.465.039.369.400;9.232.281.572.908.960;-19.311.348.394.029.300;5.737.952.275.356.060
12;1;-2.151.674.766.565.630;7.874.593.106.304.700;-12.015.950.111.840.400;5.822.560.150.729.940
12;1;-0.8295613557843446;631.325.136.970.981;-0.6007975055920256;3.392.006.639.989.300
12;1;-0.4407044702604344;6.788.442.333.021.290;-0.34331286033830033;31.074.165.137.316.900
12;1;-16.850.465.039.369.400;5.702.291.559.737.880;-0.42914107542287544;428.423.514.393.207
12;1;-0.8295613557843446;8.417.668.492.946.400;0.5149692905074506;4.222.702.143.660.150
12;1;-2.151.674.766.565.630;6.516.904.639.700.450;-11.157.667.960.994.700;5.199.538.522.976.800
12;1;-0.4407044702604344;5.905.944.829.728.530;-0.3003987527960104;27.228.352.620.322.300
12;1;-0.4407044702604344;6.584.789.063.030.660;-0.38622696788058786;30.305.002.633.918.000
12;1;-16.850.465.039.369.400;902.862.830.291.833;-0.42914107542287544;5.661.036.025.016.160
12;1;0.0259237923682578;5.702.291.559.737.880;0.34331286033830033;20.921.220.092.451.000
12;1;-16.850.465.039.369.400;64.490.202.163.702.300;-0.42914107542287544;4.599.591.770.325.630
12;1;-0.4407044702604344;5.973.829.253.058.750;1.072.852.688.557.180;27.843.682.623.041.400
12;1;-0.8295613557843446;10.522.085.616.183.000;0.5578833980497381;5.053.397.647.331.000
12;1;-34.737.881.773.469.200;6.788.442.333.021.290;-36.906.132.486.367.200;7.360.885.157.527.800
12;1;-5.573.615.359.176.040;10.250.547.922.862.100;-18.023.925.167.760.700;12.929.621.682.136.000
12;1;-2.540.531.652.089.540;73.994.021.429.932.100;-12.874.232.262.686.200;6.184.066.527.327.430
12;1;-39.404.164.399.756.200;8.892.859.456.257.900;-12.445.091.187.263.300;9.029.967.789.903.490
12;1;-2.540.531.652.089.540;10.046.894.652.871.500;-12.874.232.262.686.200;7.337.810.282.425.830
12;1;-2.073.903.389.460.850;8.892.859.456.257.900;-0.5578833980497381;61.302.251.520.895.100
12;1;-5.262.529.850.756.910;9.368.050.419.569.400;-3.347.300.388.298.420;11.768.186.302.003.700
12;1;-4.329.273.325.499.530;7.738.824.259.644.270;-2.016.963.054.487.510;9.229.950.040.787.220
12;1;-34.737.881.773.469.200;9.979.010.229.541.310;-11.586.809.036.417.600;8.791.527.413.849.820
12;1;-16.850.465.039.369.400;4.887.678.479.775.330;-18.882.207.318.606.400;39.304.203.923.685.600
12;1;-12.184.182.413.082.500;11.336.698.696.145.500;-12.015.950.111.840.400;5.907.168.026.103.820
12;1;-2.151.674.766.565.630;8.824.975.032.927.680;-2.145.705.377.114.370;6.168.683.277.259.460
12;1;-2.618.303.029.194.320;9.368.050.419.569.400;-13.303.373.338.109.100;709.167.828.133.818
12;1;-16.850.465.039.369.400;7.738.824.259.644.270;-0.38622696788058786;5.122.622.272.636.910
12;1;-16.850.465.039.369.400;4.684.025.209.784.690;-0.42914107542287544;38.458.125.169.946.700
12;1;-18.405.892.581.465.000;9.368.050.419.569.400;-0.987024473472611;5.999.467.526.511.690
12;1;-34.737.881.773.469.200;8.621.321.762.937.050;-16.307.360.866.069.200;8.160.814.161.062.700
12;1;-1.062.875.487.098.680;7.127.864.449.672.360;-4.935.122.367.363.060;257.823.271.139.323
12;1;-1.016.212.660.835.810;9.300.165.996.239.180;-4.935.122.367.363.060;25.443.895.612.436.700
12;1;-6.040.243.621.804.730;6.720.557.909.691.080;-25.319.323.449.949.600;12.060.468.053.295.300
12;1;-6.973.500.147.062.110;73.994.021.429.932.100;-25.748.464.525.372.500;1.454.486.293.927.380
12;1;-5.651.386.736.280.820;6.584.789.063.030.660;-27.465.028.827.064.000;1.125.284.742.472.640
12;1;-33.960.168.002.421.400;8.824.975.032.927.680;-0.5149692905074481;8.168.505.786.096.690
12;1;-33.960.168.002.421.400;73.994.021.429.932.100;-0.5149692905074481;7.530.100.908.275.570
12;1;-34.737.881.773.469.200;7.806.708.682.974.490;-0.5149692905074481;7.730.083.159.159.290
12;1;-6.195.786.376.014.290;8.078.246.376.295.340;-1.845.306.624.318.360;1.306.037.930.771.390
12;1;-37.071.023.086.612.700;4.005.180.976.482.560;0.42914107542287544;6.484.039.903.653.020
12;1;-4.329.273.325.499.530;6.516.904.639.700.450;-28.752.452.053.332.600;8.637.694.913.170.040
12;1;-7.517.899.786.795.590;5.634.407.136.407.670;-4.892.208.259.820.770;1.489.098.606.580.330
12;1;-6.195.786.376.014.290;8.621.321.762.937.050;-19.311.348.394.029.300;13.398.810.809.209.400
12;1;-6.973.500.147.062.110;5.566.522.713.077.450;-32.614.721.732.138.500;1.348.341.868.458.330
12;1;-5.340.301.227.861.690;7.263.633.296.332.790;-12.015.950.111.840.400;10.852.882.922.958.900
12;1;-6.584.643.261.538.200;6.516.904.639.700.450;-25.748.464.525.372.500;13.152.678.808.121.700
12;1;-4.795.901.588.128.220;73.994.021.429.932.100;-2.016.963.054.487.510;9.929.887.918.880.250
12;1;-5.651.386.736.280.820;64.490.202.163.702.300;-18.882.207.318.606.400;11.199.006.049.488.400
12;1;-4.329.273.325.499.530;963.958.811.289.024;-2.016.963.054.487.510;10.129.870.169.763.900
12;1;-9.306.641.460.205.570;8.892.859.456.257.900;-36.476.991.410.944.300;2.212.111.359.775.330
12;1;-38.626.450.628.708.300;8.281.899.646.285.970;-12.445.091.187.263.300;8.714.611.163.509.930
12;1;-6.273.557.753.119.080;8.485.552.916.276.620;-3.561.870.926.009.860;13.468.035.434.515.300
12;1;-5.651.386.736.280.820;963.958.811.289.024;-1.845.306.624.318.360;127.834.808.064.903
12;1;-5.729.158.113.385.600;11.540.351.966.136.200;-18.882.207.318.606.400;13.837.233.436.146.800
12;1;-6.118.014.998.909.510;11.404.583.119.475.700;-4.119.754.324.059.600;14.706.387.064.987.600
12;1;-5.729.158.113.385.600;12.219.196.199.438.300;-35.189.568.184.675.700;14.260.272.813.016.200
12;1;-34.737.881.773.469.200;9.571.703.689.560.030;-0.6007975055920256;8.537.703.787.728.180
12;1;-39.404.164.399.756.200;9.368.050.419.569.400;-28.752.452.053.332.600;9.329.941.166.229.080
12;1;-5.184.758.473.652.130;7.942.477.529.634.920;-2.703.588.775.164.110;1.092.979.917.329.880
12;1;-39.404.164.399.756.200;7.942.477.529.634.920;-28.752.452.053.332.600;8.706.919.538.475.940
12;1;-4.795.901.588.128.220;7.942.477.529.634.920;-36.476.991.410.944.300;10.268.319.420.375.700
12;1;-5.651.386.736.280.820;10.725.738.886.173.600;-1.845.306.624.318.360;13.329.586.183.903.500
12;1;-5.184.758.473.652.130;8.146.130.799.625.550;-27.465.028.827.064.000;11.091.323.299.012.600
12;1;-5.184.758.473.652.130;10.182.663.499.531.900;-27.465.028.827.064.000;12.022.009.928.125.300
12;1;-4.795.901.588.128.220;9.164.397.149.578.750;-20.598.771.620.297.900;10.752.891.797.517.100
12;1;-5.340.301.227.861.690;767.093.983.631.407;-28.323.310.977.909.700;11.137.473.049.216.500
